,Patron Type Code,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Code,Home Library Definition,Circulation Active Month,Circulation Active Year,Notice Preference Code,Notice Preference Definition,Provided Email Address,Year Patron Registered,Outside of County,Supervisor District
8934,3,SENIOR,0,0,65 to 74 years,C2,Chinatown,September,2012.0,a,print,False,2012,False,3.0
8936,0,ADULT,2,0,35 to 44 years,X,Main Library,September,2015.0,z,email,True,2012,False,4.0
8938,0,ADULT,24,5,60 to 64 years,M8,Mission Bay,July,2016.0,z,email,True,2003,False,6.0
8939,0,ADULT,67,1,25 to 34 years,M6,Mission,February,2014.0,z,email,True,2011,False,8.0
8940,0,ADULT,96,0,35 to 44 years,X,Main Library,January,2015.0,z,email,True,2014,False,6.0
8941,3,SENIOR,7558,176,65 to 74 years,R3,Richmond,July,2016.0,z,email,True,2003,False,1.0
8942,0,ADULT,66,36,45 to 54 years,W2,West Portal,February,2016.0,z,email,True,2003,False,7.0
8943,0,ADULT,4,0,45 to 54 years,M4,Merced,July,2016.0,z,email,True,2015,False,7.0
8944,0,ADULT,518,4,20 to 24 years,R3,Richmond,February,2014.0,p,phone,False,2005,False,8.0
8945,0,ADULT,6,0,20 to 24 years,M6,Mission,March,2016.0,z,email,True,2012,False,10.0
8946,0,ADULT,45,2,55 to 59 years,S7,Sunset,January,2015.0,z,email,True,2003,False,4.0
8947,0,ADULT,2,2,25 to 34 years,M8,Mission Bay,June,2015.0,z,email,True,2015,False,6.0
8948,0,ADULT,942,296,45 to 54 years,N4,Noe Valley/Sally Brunn,July,2016.0,z,email,True,2003,False,4.0
8950,4,WELCOME,1,0,20 to 24 years,X,Main Library,September,2014.0,z,email,True,2014,False,1.0
8952,0,ADULT,3,2,25 to 34 years,X,Main Library,January,2015.0,z,email,True,2014,False,3.0
8953,0,ADULT,2,0,25 to 34 years,X,Main Library,June,2013.0,z,email,True,2013,False,11.0
8954,0,ADULT,231,102,45 to 54 years,P9,Presidio,August,2015.0,z,email,True,2003,False,2.0
8955,0,ADULT,6,0,35 to 44 years,S7,Sunset,July,2013.0,z,email,True,2013,False,1.0
8957,0,ADULT,28,11,25 to 34 years,X,Main Library,July,2016.0,z,email,True,2014,False,3.0
8958,0,ADULT,9,7,35 to 44 years,N4,Noe Valley/Sally Brunn,July,2016.0,z,email,True,2015,False,8.0
8960,0,ADULT,1,0,25 to 34 years,X,Main Library,August,2015.0,z,email,True,2015,False,3.0
8961,0,ADULT,2,4,25 to 34 years,I5,Ingleside,October,2014.0,z,email,True,2010,False,11.0
8962,0,ADULT,38,1,25 to 34 years,M6,Mission,July,2016.0,p,phone,False,2006,False,11.0
8964,0,ADULT,3,0,55 to 59 years,V3,Visitacion Valley,August,2013.0,z,email,True,2013,False,10.0
8965,3,SENIOR,66,15,65 to 74 years,M6,Mission,March,2016.0,p,phone,False,2003,False,8.0
8968,0,ADULT,41,16,35 to 44 years,M6,Mission,August,2013.0,p,phone,False,2004,False,10.0
8971,0,ADULT,9,0,55 to 59 years,X,Main Library,October,2015.0,p,phone,False,2012,False,6.0
8972,0,ADULT,521,584,25 to 34 years,I5,Ingleside,April,2016.0,z,email,True,2003,False,9.0
8973,0,ADULT,491,147,45 to 54 years,M6,Mission,June,2016.0,p,phone,True,2003,False,11.0
8975,0,ADULT,20,29,35 to 44 years,C2,Chinatown,January,2015.0,z,email,True,2007,False,3.0
8976,10,VISITOR,1,0,20 to 24 years,X,Main Library,July,2016.0,p,phone,True,2016,True,5.0
8977,0,ADULT,117,52,35 to 44 years,B4,Bernal Heights,July,2016.0,z,email,True,2003,False,5.0
8978,0,ADULT,414,145,45 to 54 years,M6,Mission,November,2015.0,z,email,True,2003,False,8.0
8979,0,ADULT,67,70,60 to 64 years,S7,Sunset,September,2014.0,p,phone,False,2003,False,11.0
8981,0,ADULT,2,0,20 to 24 years,C2,Chinatown,January,2016.0,z,email,True,2015,False,3.0
8982,0,ADULT,3,4,25 to 34 years,X,Main Library,July,2013.0,z,email,True,2008,False,8.0
8984,0,ADULT,1396,42,55 to 59 years,M6,Mission,July,2016.0,z,email,True,2007,False,1.0
8986,0,ADULT,175,53,45 to 54 years,M8,Mission Bay,July,2015.0,z,email,True,2006,False,6.0
8988,0,ADULT,394,20,35 to 44 years,M4,Merced,July,2016.0,z,email,True,2012,False,11.0
8992,0,ADULT,19,0,35 to 44 years,P7,Potrero,October,2013.0,z,email,True,2011,False,8.0
8993,0,ADULT,3,7,25 to 34 years,M6,Mission,October,2013.0,z,email,True,2011,False,9.0
8994,0,ADULT,3,0,35 to 44 years,M6,Mission,December,2012.0,z,email,True,2012,False,9.0
8996,0,ADULT,10,15,25 to 34 years,X,Main Library,November,2013.0,z,email,True,2011,False,3.0
8998,0,ADULT,1318,643,60 to 64 years,X,Main Library,July,2016.0,z,email,True,2003,False,2.0
9000,0,ADULT,322,14,60 to 64 years,W4,Western Addition,July,2016.0,z,email,True,2010,False,2.0
9001,0,ADULT,6,6,20 to 24 years,S7,Sunset,February,2015.0,z,email,True,2015,False,4.0
9003,0,ADULT,82,52,65 to 74 years,C2,Chinatown,July,2016.0,a,print,False,2007,False,9.0
9005,3,SENIOR,1,2,65 to 74 years,R3,Richmond,January,2015.0,z,email,True,2014,False,5.0
9007,0,ADULT,2,3,20 to 24 years,X,Main Library,December,2015.0,z,email,True,2012,False,4.0
9008,0,ADULT,14,16,25 to 34 years,X,Main Library,February,2014.0,z,email,True,2012,False,10.0
9011,0,ADULT,67,202,35 to 44 years,I5,Ingleside,February,2016.0,z,email,True,2011,False,9.0
9012,0,ADULT,428,217,55 to 59 years,X,Main Library,June,2016.0,z,email,True,2005,False,1.0
9013,0,ADULT,82,55,25 to 34 years,W2,West Portal,March,2016.0,z,email,True,2009,False,11.0
9016,0,ADULT,89,31,25 to 34 years,X,Main Library,February,2014.0,z,email,True,2010,False,7.0
9017,0,ADULT,94,1,45 to 54 years,V3,Visitacion Valley,October,2015.0,a,print,False,2011,False,10.0
9019,0,ADULT,7,3,60 to 64 years,M2,Marina,June,2015.0,z,email,True,2015,False,1.0
9021,0,ADULT,5,0,25 to 34 years,P3,Parkside,May,2015.0,z,email,True,2011,False,4.0
9022,0,ADULT,3,9,25 to 34 years,X,Main Library,May,2014.0,z,email,True,2014,False,6.0
9023,0,ADULT,41,0,35 to 44 years,R3J,Unknown,October,2015.0,z,email,True,2011,False,5.0
9024,0,ADULT,162,162,25 to 34 years,S7,Sunset,July,2016.0,z,email,True,2013,False,4.0
9025,0,ADULT,399,68,45 to 54 years,P3,Parkside,July,2016.0,z,email,True,2010,False,7.0
9027,0,ADULT,286,113,55 to 59 years,M2,Marina,July,2016.0,z,email,True,2003,False,8.0
9030,0,ADULT,252,11,45 to 54 years,S7,Sunset,May,2016.0,z,email,True,2012,False,7.0
9033,0,ADULT,154,15,45 to 54 years,X,Main Library,June,2016.0,z,email,True,2015,False,6.0
9034,0,ADULT,6,0,35 to 44 years,P9,Presidio,October,2015.0,z,email,True,2015,False,2.0
9036,0,ADULT,13,23,20 to 24 years,X,Main Library,February,2016.0,z,email,True,2014,False,3.0
9038,0,ADULT,3,0,55 to 59 years,X,Main Library,May,2014.0,z,email,True,2014,False,4.0
9041,0,ADULT,10,3,25 to 34 years,W2,West Portal,June,2016.0,z,email,True,2015,False,4.0
9043,0,ADULT,28,28,45 to 54 years,B4,Bernal Heights,October,2009.0,z,email,True,2006,False,9.0
9044,0,ADULT,94,8,25 to 34 years,I5,Ingleside,November,2014.0,z,email,True,2010,False,11.0
9047,0,ADULT,1,0,45 to 54 years,B2,Bayview/Linda Brooks-Burton,October,2013.0,z,email,True,2013,False,4.0
9049,0,ADULT,26,14,55 to 59 years,P9,Presidio,June,2016.0,z,email,True,2014,False,2.0
9050,0,ADULT,61,104,25 to 34 years,O7,Ortega,June,2016.0,z,email,True,2003,False,4.0
9052,0,ADULT,56,0,35 to 44 years,B4,Bernal Heights,April,2015.0,a,print,False,2004,False,9.0
9056,0,ADULT,1,0,25 to 34 years,X,Main Library,December,2008.0,z,email,True,2008,False,5.0
9060,3,SENIOR,2894,122,65 to 74 years,I5,Ingleside,July,2016.0,z,email,True,2005,False,11.0
9061,0,ADULT,113,48,60 to 64 years,R3,Richmond,July,2016.0,z,email,True,2011,False,1.0
9064,0,ADULT,6,0,35 to 44 years,P7,Potrero,November,2015.0,z,email,True,2015,False,10.0
9066,3,SENIOR,75,1,65 to 74 years,X,Main Library,June,2015.0,p,phone,False,2015,False,6.0
9067,0,ADULT,45,16,25 to 34 years,X,Main Library,April,2016.0,a,print,True,2013,False,6.0
9068,0,ADULT,41,3,25 to 34 years,R3,Richmond,February,2016.0,z,email,True,2012,False,1.0
9069,0,ADULT,1,1,25 to 34 years,W4,Western Addition,December,2012.0,z,email,True,2012,False,3.0
9070,0,ADULT,94,56,45 to 54 years,X,Main Library,August,2015.0,z,email,True,2008,False,7.0
9071,4,WELCOME,1,0,45 to 54 years,N6,North Beach,September,2013.0,z,email,True,2013,False,2.0
9072,0,ADULT,18,1,35 to 44 years,X,Main Library,July,2014.0,z,email,True,2013,False,4.0
9073,0,ADULT,31,1,20 to 24 years,P1,Park,June,2016.0,z,email,True,2012,False,5.0
9074,3,SENIOR,215,4,65 to 74 years,R3,Richmond,July,2016.0,p,phone,False,2014,False,5.0
9075,0,ADULT,36,0,60 to 64 years,C2,Chinatown,December,2013.0,a,print,False,2003,False,3.0
9076,0,ADULT,3,0,20 to 24 years,X,Main Library,January,2015.0,z,email,True,2014,False,6.0
9077,0,ADULT,433,315,55 to 59 years,R3,Richmond,May,2016.0,p,phone,False,2003,False,4.0
9078,0,ADULT,1644,509,55 to 59 years,X,Main Library,July,2016.0,z,email,True,2003,False,4.0
9080,0,ADULT,51,48,45 to 54 years,X,Main Library,May,2015.0,z,email,True,2012,False,2.0
9081,0,ADULT,104,101,25 to 34 years,C2,Chinatown,August,2015.0,z,email,True,2009,False,10.0
9085,0,ADULT,21,2,25 to 34 years,R3,Richmond,April,2016.0,z,email,True,2015,False,1.0
9087,3,SENIOR,1599,941,65 to 74 years,P1,Park,July,2016.0,z,email,True,2003,False,5.0
9089,3,SENIOR,1125,169,65 to 74 years,R3,Richmond,July,2016.0,p,phone,False,2003,False,1.0
9090,0,ADULT,3,0,45 to 54 years,W2,West Portal,January,2014.0,a,print,False,2013,False,7.0
9091,0,ADULT,29,17,25 to 34 years,V3,Visitacion Valley,April,2014.0,z,email,True,2003,False,10.0
9092,0,ADULT,16,2,45 to 54 years,P3,Parkside,July,2016.0,z,email,True,2008,False,4.0
9094,0,ADULT,4,4,25 to 34 years,X,Main Library,February,2014.0,z,email,True,2011,False,8.0
9095,0,ADULT,6,2,20 to 24 years,M2,Marina,March,2016.0,z,email,True,2015,False,2.0
9096,3,SENIOR,3281,1629,65 to 74 years,S7,Sunset,July,2016.0,p,phone,False,2003,False,4.0
9098,0,ADULT,6682,759,20 to 24 years,O7,Ortega,July,2016.0,z,email,True,2003,False,4.0
9099,0,ADULT,556,128,45 to 54 years,C2,Chinatown,March,2016.0,p,phone,True,2003,False,1.0
9100,0,ADULT,5,4,25 to 34 years,X,Main Library,April,2013.0,z,email,True,2012,False,4.0
9101,0,ADULT,278,145,35 to 44 years,X,Main Library,June,2016.0,z,email,True,2007,False,3.0
9105,0,ADULT,10,32,25 to 34 years,X,Main Library,December,2014.0,z,email,True,2008,False,5.0
9106,0,ADULT,19,8,20 to 24 years,N4,Noe Valley/Sally Brunn,July,2016.0,z,email,True,2008,False,8.0
9107,0,ADULT,951,1719,35 to 44 years,P3,Parkside,July,2016.0,z,email,True,2003,False,4.0
9108,0,ADULT,28,26,35 to 44 years,X,Main Library,January,2015.0,z,email,True,2012,False,5.0
9109,0,ADULT,2216,1721,55 to 59 years,M6,Mission,July,2016.0,z,email,True,2007,False,9.0
9110,0,ADULT,149,24,25 to 34 years,X,Main Library,September,2015.0,z,email,True,2008,False,5.0
9112,0,ADULT,140,4,45 to 54 years,YJJ,Children's Bookmobile,April,2016.0,z,email,True,2006,False,4.0
9113,0,ADULT,1176,465,55 to 59 years,M6,Mission,March,2016.0,z,email,True,2003,False,8.0
9116,0,ADULT,10,3,25 to 34 years,S7,Sunset,July,2016.0,z,email,True,2015,False,4.0
9118,0,ADULT,246,121,60 to 64 years,S7,Sunset,February,2016.0,z,email,True,2003,False,5.0
9120,0,ADULT,106,85,20 to 24 years,G4,Glen Park,July,2016.0,z,email,True,2004,False,7.0
9121,0,ADULT,15,0,25 to 34 years,E9,Excelsior,November,2014.0,z,email,True,2010,False,11.0
9122,3,SENIOR,79,28,65 to 74 years,R3,Richmond,October,2010.0,z,email,True,2003,False,1.0
9123,0,ADULT,6,7,25 to 34 years,N4,Noe Valley/Sally Brunn,June,2016.0,z,email,True,2015,False,8.0
9124,0,ADULT,58,15,45 to 54 years,P9,Presidio,December,2014.0,z,email,True,2014,False,9.0
9127,0,ADULT,1,0,20 to 24 years,M6,Mission,November,2014.0,z,email,True,2014,False,9.0
9128,0,ADULT,141,7,35 to 44 years,X,Main Library,March,2016.0,z,email,True,2012,False,5.0
9130,0,ADULT,16,9,60 to 64 years,S7,Sunset,August,2014.0,z,email,True,2010,False,4.0
9131,0,ADULT,400,250,25 to 34 years,C2,Chinatown,March,2014.0,z,email,True,2003,False,3.0
9132,0,ADULT,23,12,45 to 54 years,B4,Bernal Heights,June,2016.0,z,email,True,2011,False,9.0
9136,0,ADULT,1,0,60 to 64 years,I5,Ingleside,May,2016.0,p,phone,False,2016,False,11.0
9137,0,ADULT,1103,26,60 to 64 years,X,Main Library,July,2016.0,z,email,True,2008,False,5.0
9138,3,SENIOR,1,2,65 to 74 years,W2,West Portal,July,2016.0,z,email,True,2014,False,5.0
9142,0,ADULT,3,0,25 to 34 years,N6,North Beach,August,2015.0,z,email,True,2015,False,3.0
9147,0,ADULT,5,0,20 to 24 years,X,Main Library,December,2014.0,z,email,True,2014,False,5.0
9148,0,ADULT,1227,456,20 to 24 years,V3,Visitacion Valley,November,2013.0,p,phone,False,2003,False,10.0
9149,0,ADULT,102,1,25 to 34 years,X,Main Library,April,2014.0,z,email,True,2010,False,6.0
9150,0,ADULT,7,5,35 to 44 years,X,Main Library,August,2013.0,z,email,True,2011,False,8.0
9151,4,WELCOME,1,2,20 to 24 years,X,Main Library,April,2014.0,z,email,True,2014,False,11.0
9155,0,ADULT,201,94,35 to 44 years,X,Main Library,May,2016.0,z,email,True,2003,False,1.0
9156,0,ADULT,28,0,25 to 34 years,G6,Golden Gate Valley,February,2016.0,z,email,True,2015,False,5.0
9157,0,ADULT,0,0,35 to 44 years,X,Main Library,November,2014.0,z,email,True,2014,False,3.0
9158,0,ADULT,18,11,20 to 24 years,E7,Eureka Valley/Harvey Milk Memorial,July,2016.0,z,email,True,2003,False,9.0
9159,0,ADULT,32,21,35 to 44 years,P9,Presidio,May,2016.0,z,email,True,2003,False,5.0
9160,0,ADULT,216,45,60 to 64 years,X,Main Library,April,2015.0,z,email,True,2003,False,1.0
9162,0,ADULT,4,3,35 to 44 years,R3,Richmond,June,2015.0,a,print,False,2014,False,2.0
9166,0,ADULT,47,53,20 to 24 years,M6,Mission,November,2015.0,z,email,True,2008,False,9.0
9167,0,ADULT,15,0,35 to 44 years,W4,Western Addition,June,2016.0,z,email,True,2015,False,5.0
9169,0,ADULT,8,1,20 to 24 years,M6,Mission,July,2016.0,z,email,True,2016,False,9.0
9170,0,ADULT,2,0,20 to 24 years,X,Main Library,July,2013.0,z,email,True,2011,False,10.0
9171,0,ADULT,81,15,45 to 54 years,P3,Parkside,May,2016.0,z,email,True,2006,False,4.0
9173,0,ADULT,379,61,60 to 64 years,W4,Western Addition,July,2016.0,z,email,True,2003,False,2.0
9174,0,ADULT,202,156,25 to 34 years,N4,Noe Valley/Sally Brunn,November,2015.0,z,email,True,2003,False,8.0
9177,0,ADULT,2,1,25 to 34 years,M6,Mission,July,2014.0,z,email,True,2014,False,5.0
9178,0,ADULT,282,77,20 to 24 years,I5,Ingleside,July,2016.0,z,email,True,2003,False,11.0
9179,4,WELCOME,1,0,45 to 54 years,X,Main Library,June,2015.0,z,email,True,2015,False,10.0
9181,0,ADULT,83,68,45 to 54 years,M4,Merced,August,2015.0,z,email,True,2011,False,1.0
9184,3,SENIOR,2,0,65 to 74 years,O7,Ortega,December,2013.0,a,print,False,2013,False,4.0
9186,0,ADULT,65,61,35 to 44 years,N6,North Beach,April,2016.0,z,email,True,2009,False,3.0
9187,0,ADULT,7,2,35 to 44 years,E9,Excelsior,July,2015.0,p,phone,False,2013,False,11.0
9188,0,ADULT,98,75,20 to 24 years,R3,Richmond,February,2015.0,z,email,True,2003,False,1.0
9189,0,ADULT,406,21,60 to 64 years,E7,Eureka Valley/Harvey Milk Memorial,July,2016.0,z,email,True,2003,False,8.0
9190,0,ADULT,17,14,35 to 44 years,O2,Ocean View,June,2011.0,z,email,True,2003,False,11.0
9191,0,ADULT,11,9,25 to 34 years,X,Main Library,May,2015.0,z,email,True,2014,False,6.0
9192,0,ADULT,29,20,25 to 34 years,M6,Mission,September,2015.0,z,email,True,2014,False,5.0
9196,3,SENIOR,16,0,65 to 74 years,M2,Marina,March,2016.0,z,email,True,2013,False,1.0
9198,0,ADULT,344,31,25 to 34 years,C2,Chinatown,October,2015.0,z,email,True,2005,False,11.0
9199,4,WELCOME,11,6,25 to 34 years,X,Main Library,January,2015.0,z,email,True,2009,False,7.0
9204,0,ADULT,82,8,35 to 44 years,B4,Bernal Heights,October,2015.0,z,email,True,2012,False,9.0
9207,0,ADULT,29,0,35 to 44 years,P5,Portola,May,2016.0,z,email,True,2007,False,10.0
9213,0,ADULT,101,98,35 to 44 years,X,Main Library,August,2014.0,z,email,True,2009,False,5.0
9214,0,ADULT,50,2,55 to 59 years,A5,Anza,April,2015.0,z,email,True,2008,False,1.0
9215,0,ADULT,150,40,45 to 54 years,N6,North Beach,November,2014.0,z,email,True,2003,False,3.0
9217,4,WELCOME,1,0,25 to 34 years,X,Main Library,October,2015.0,z,email,True,2015,False,6.0
9218,0,ADULT,4,6,25 to 34 years,X,Main Library,January,2013.0,z,email,True,2003,False,8.0
9219,0,ADULT,7,4,20 to 24 years,E9,Excelsior,September,2012.0,p,phone,False,2012,False,11.0
9221,0,ADULT,145,0,45 to 54 years,O7,Ortega,November,2015.0,z,email,True,2015,False,4.0
9224,0,ADULT,672,604,60 to 64 years,B4,Bernal Heights,June,2016.0,z,email,True,2003,False,9.0
9227,0,ADULT,4,0,60 to 64 years,X,Main Library,July,2016.0,z,email,True,2016,False,3.0
9229,0,ADULT,3007,1508,20 to 24 years,V3,Visitacion Valley,December,2015.0,z,email,True,2003,False,10.0
9230,3,SENIOR,1,0,65 to 74 years,P7,Potrero,February,2015.0,z,email,True,2014,False,9.0
9231,0,ADULT,53,0,20 to 24 years,V3,Visitacion Valley,July,2016.0,z,email,True,2016,False,1.0
9235,0,ADULT,30,0,20 to 24 years,N6,North Beach,September,2015.0,a,print,False,2014,False,11.0
9237,0,ADULT,380,3,45 to 54 years,X,Main Library,August,2014.0,p,phone,False,2013,False,6.0
9238,3,SENIOR,4,0,65 to 74 years,R3,Richmond,July,2016.0,z,email,True,2016,False,1.0
9241,0,ADULT,14,0,25 to 34 years,V3,Visitacion Valley,November,2012.0,a,print,False,2009,False,11.0
9243,0,ADULT,23,48,25 to 34 years,S7,Sunset,July,2016.0,z,email,True,2013,False,4.0
9247,0,ADULT,2,0,25 to 34 years,X,Main Library,July,2014.0,z,email,True,2014,False,6.0
9253,4,WELCOME,1,0,25 to 34 years,X,Main Library,June,2015.0,z,email,True,2011,False,5.0
9254,3,SENIOR,84,32,65 to 74 years,W4,Western Addition,June,2016.0,z,email,True,2003,False,5.0
9257,0,ADULT,312,49,25 to 34 years,B4,Bernal Heights,June,2014.0,z,email,True,2005,False,10.0
9259,0,ADULT,6,2,20 to 24 years,M2,Marina,July,2016.0,z,email,True,2016,False,2.0
9261,0,ADULT,160,127,35 to 44 years,M8,Mission Bay,July,2016.0,z,email,True,2003,False,6.0
9264,0,ADULT,0,0,20 to 24 years,V3,Visitacion Valley,January,2015.0,p,phone,False,2014,False,11.0
9265,0,ADULT,2,0,55 to 59 years,R3,Richmond,September,2010.0,p,phone,False,2003,False,4.0
9266,0,ADULT,137,3,35 to 44 years,P5,Portola,July,2015.0,z,email,True,2010,False,11.0
9267,0,ADULT,8,2,45 to 54 years,X,Main Library,January,2015.0,z,email,True,2014,False,8.0
9269,0,ADULT,246,8,25 to 34 years,X,Main Library,July,2016.0,z,email,True,2014,False,7.0
9270,0,ADULT,32,4,45 to 54 years,A5,Anza,June,2016.0,z,email,True,2015,False,1.0
9271,0,ADULT,9,0,25 to 34 years,V3,Visitacion Valley,March,2014.0,p,phone,False,2009,False,10.0
9272,3,SENIOR,1,0,65 to 74 years,X,Main Library,August,2015.0,p,phone,False,2014,False,3.0
9273,0,ADULT,281,32,60 to 64 years,X,Main Library,July,2014.0,p,phone,True,2009,False,3.0
9274,0,ADULT,62,48,25 to 34 years,R3,Richmond,January,2014.0,z,email,True,2007,False,1.0
9275,0,ADULT,2,0,25 to 34 years,P1,Park,July,2015.0,z,email,True,2008,False,11.0
9279,0,ADULT,413,390,25 to 34 years,E9,Excelsior,July,2016.0,z,email,True,2003,False,11.0
9280,0,ADULT,1,0,55 to 59 years,N4,Noe Valley/Sally Brunn,March,2016.0,z,email,True,2016,False,8.0
9282,0,ADULT,5,0,60 to 64 years,P5,Portola,December,2012.0,a,print,False,2012,False,9.0
9283,3,SENIOR,12,2,65 to 74 years,P3,Parkside,July,2016.0,p,phone,True,2011,False,4.0
9285,0,ADULT,570,437,25 to 34 years,E9,Excelsior,May,2014.0,z,email,True,2004,False,11.0
9286,4,WELCOME,2,0,25 to 34 years,X,Main Library,November,2013.0,a,print,False,2013,False,8.0
9288,0,ADULT,5,4,20 to 24 years,V3,Visitacion Valley,April,2015.0,p,phone,True,2014,False,10.0
9294,0,ADULT,13,1,20 to 24 years,E9,Excelsior,November,2012.0,z,email,True,2007,False,11.0
9296,0,ADULT,10,0,20 to 24 years,E9,Excelsior,August,2015.0,z,email,True,2014,False,9.0
9297,3,SENIOR,5927,62,65 to 74 years,E7,Eureka Valley/Harvey Milk Memorial,July,2016.0,z,email,True,2003,False,9.0
9300,3,SENIOR,405,8,65 to 74 years,P3,Parkside,July,2016.0,z,email,True,2012,False,7.0
9301,0,ADULT,7,3,20 to 24 years,O2,Ocean View,September,2015.0,z,email,True,2013,False,7.0
9302,0,ADULT,1328,504,20 to 24 years,S7,Sunset,November,2013.0,z,email,True,2003,False,4.0
9303,0,ADULT,238,270,25 to 34 years,O7,Ortega,July,2015.0,z,email,True,2003,False,4.0
9304,0,ADULT,47,11,25 to 34 years,X,Main Library,September,2015.0,z,email,True,2012,False,10.0
9305,0,ADULT,46,0,25 to 34 years,W4,Western Addition,February,2016.0,z,email,True,2013,False,5.0
9306,0,ADULT,905,41,20 to 24 years,E9,Excelsior,April,2012.0,p,phone,False,2004,False,9.0
9307,0,ADULT,8,0,25 to 34 years,W2,West Portal,November,2015.0,z,email,True,2014,False,7.0
9308,0,ADULT,42,2,35 to 44 years,X,Main Library,July,2015.0,p,phone,False,2003,False,11.0
9311,0,ADULT,5,0,35 to 44 years,G6,Golden Gate Valley,March,2015.0,z,email,True,2008,False,2.0
9312,0,ADULT,5,0,25 to 34 years,R3,Richmond,August,2015.0,z,email,True,2014,False,1.0
9313,0,ADULT,29,18,25 to 34 years,M6,Mission,March,2015.0,z,email,True,2003,False,6.0
9314,0,ADULT,5,0,60 to 64 years,X,Main Library,February,2015.0,z,email,True,2010,False,9.0
9315,0,ADULT,2,1,25 to 34 years,I5,Ingleside,July,2016.0,z,email,True,2015,False,11.0
9317,0,ADULT,5,8,35 to 44 years,X,Main Library,February,2012.0,p,phone,True,2003,False,8.0
9318,0,ADULT,53,34,25 to 34 years,R3,Richmond,July,2016.0,z,email,True,2009,False,1.0
9323,0,ADULT,5,7,25 to 34 years,C2,Chinatown,May,2016.0,z,email,True,2016,False,5.0
9324,0,ADULT,236,153,45 to 54 years,R3J,Unknown,July,2016.0,z,email,True,2003,False,1.0
9325,0,ADULT,266,62,60 to 64 years,S7,Sunset,June,2016.0,z,email,True,2003,False,7.0
9327,0,ADULT,1596,1083,45 to 54 years,X,Main Library,July,2016.0,z,email,True,2006,False,6.0
9328,0,ADULT,59,1,20 to 24 years,C2,Chinatown,July,2016.0,z,email,True,2015,False,3.0
9329,0,ADULT,3,0,35 to 44 years,P9,Presidio,July,2016.0,z,email,True,2014,False,2.0
9331,0,ADULT,133,70,25 to 34 years,M4,Merced,January,2015.0,z,email,True,2003,False,7.0
9332,0,ADULT,69,49,25 to 34 years,S7,Sunset,November,2015.0,p,phone,False,2011,False,1.0
9335,0,ADULT,0,0,35 to 44 years,A5,Anza,February,2014.0,z,email,True,2013,False,1.0
9336,0,ADULT,2,0,25 to 34 years,M8,Mission Bay,March,2015.0,z,email,True,2015,False,6.0
9339,0,ADULT,1,4,25 to 34 years,X,Main Library,November,2014.0,z,email,True,2014,False,3.0
9340,0,ADULT,160,0,45 to 54 years,X,Main Library,June,2015.0,a,print,False,2013,False,6.0
